,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1150,Cold As You,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,241226,30,0.222,0.421,0.492,0.0,0.116,-5.735,0.0262,175.974,4
1151,The Outside - Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,65758,19,0.884,0.734,0.29,0.0,0.283,-12.607,0.922,94.383,3
1152,The Outside,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,208986,27,0.0044,0.586,0.807,0.0,0.275,-4.05,0.0291,113.002,4
1153,Tied Together With A Smile - Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,77833,19,0.879,0.724,0.325,0.0,0.158,-13.422,0.953,67.906,4
1154,Tied Together With A Smile,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,251213,32,0.501,0.48,0.556,0.0,0.081,-4.93,0.0277,146.118,4
1155,Stay Beautiful - Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,91800,19,0.701,0.747,0.286,0.0,0.128,-13.657,0.945,99.845,1
1156,Stay Beautiful,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,238600,29,0.0993,0.592,0.631,0.0,0.158,-4.898,0.0248,131.607,4
1157,Should’ve Said No - Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,81269,19,0.83,0.726,0.28,0.0,0.144,-11.744,0.941,118.747,4
1158,Should've Said No,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,244080,53,0.00983,0.477,0.758,0.0,0.203,-3.889,0.0285,167.935,4
1159,Mary's Song (Oh My My My) - Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,66176,19,0.821,0.72,0.303,0.0,0.166,-12.079,0.926,128.144,5
1160,Mary's Song (Oh My My My),Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,215186,30,0.0212,0.486,0.612,0.0,0.239,-5.429,0.0269,150.721,4
1161,Our Song - Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,101968,19,0.864,0.72,0.279,0.0,0.32,-12.115,0.942,83.734,5
1162,Our Song,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,203440,61,0.113,0.667,0.659,0.0,0.325,-4.932,0.0298,89.128,4
1163,I’m Only Me When I’m With You - Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,51919,19,0.881,0.713,0.27,0.0,0.141,-12.484,0.939,108.258,5
1164,I'm Only Me When I'm With You,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,215600,34,0.0049,0.551,0.934,0.000563,0.103,-3.631,0.0752,143.94,4
1165,Invisible - Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,78527,19,0.816,0.72,0.222,0.0,0.14,-13.899,0.904,77.762,4
1166,Invisible,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,205853,29,0.597,0.612,0.384,0.0,0.164,-5.731,0.024,96.02,4
1167,A Perfectly Good Heart - Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,69432,19,0.839,0.644,0.248,0.0,0.118,-12.282,0.931,81.209,1
1168,A Perfectly Good Heart,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,222146,27,0.0036,0.489,0.76,0.0,0.111,-5.713,0.0362,156.088,4
1169,Teardrops On My Guitar - Pop Version / Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,82400,19,0.881,0.645,0.32,0.0,0.149,-11.998,0.931,80.865,1
1170,Teardrops On My Guitar - Pop Version,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,179840,29,0.0456,0.464,0.742,0.0,0.0755,-3.976,0.0539,199.909,4
1171,Tim McGraw - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version),Taylor Swift,2006-10-24,234266,4,0.202,0.55,0.447,0.0563,0.156,-9.548,0.0312,76.003,4
1172,Picture To Burn - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version),Taylor Swift,2006-10-24,176106,5,0.0139,0.547,0.745,0.168,0.0565,-8.409,0.0266,105.492,4
1173,Teardrops On My Guitar - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version),Taylor Swift,2006-10-24,214093,5,0.0367,0.625,0.381,0.869,0.0955,-13.582,0.0263,100.055,4
1174,A Place In This World - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version),Taylor Swift,2006-10-24,209066,3,0.00153,0.562,0.674,0.626,0.34,-8.048,0.0316,115.011,4
1175,Cold As You - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version),Taylor Swift,2006-10-24,249933,3,0.0518,0.552,0.457,0.0239,0.343,-11.197,0.0287,87.987,4
1176,The Outside - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version),Taylor Swift,2006-10-24,210226,2,3.12e-05,0.553,0.704,0.83,0.184,-8.254,0.0283,113.031,4
1177,Tied Together With A Smile - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version),Taylor Swift,2006-10-24,251186,2,0.104,0.526,0.462,0.302,0.0986,-9.512,0.0248,146.099,4
1178,Stay Beautiful - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version),Taylor Swift,2006-10-24,247066,2,0.00483,0.562,0.521,0.00231,0.208,-10.731,0.034,131.751,4
1179,Should've Said No - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version),Taylor Swift,2006-10-24,245613,5,3.36e-05,0.412,0.549,0.825,0.284,-9.168,0.032,168.091,4
1180,Mary's Song (Oh My My My) - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version),Taylor Swift,2006-10-24,216120,3,7.36e-05,0.472,0.521,0.545,0.135,-10.802,0.0305,151.014,4
1181,Our Song - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version),Taylor Swift,2006-10-24,204200,6,0.0295,0.627,0.493,0.00346,0.143,-9.273,0.03,89.025,4
1182,I'm Only Me When I'm With You - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version),Taylor Swift,2006-10-24,223280,3,6.85e-05,0.535,0.8,0.765,0.309,-8.801,0.0319,144.02,4
1183,Invisible - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version),Taylor Swift,2006-10-24,206373,2,0.287,0.576,0.27,0.662,0.1,-11.997,0.0297,95.987,4
1184,A Perfectly Good Heart - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version),Taylor Swift,2006-10-24,227000,2,5.82e-05,0.472,0.659,0.835,0.188,-8.969,0.0296,155.993,4
1185,Tim McGraw - Instrumental w/ BG vocals,Taylor Swift Karaoke,Taylor Swift,2006-10-24,234733,6,0.18,0.523,0.427,0.0369,0.198,-9.534,0.0291,75.966,4
1186,Picture To Burn - Instrumental w/ BG vocals,Taylor Swift Karaoke,Taylor Swift,2006-10-24,176213,6,0.0137,0.55,0.742,0.153,0.0674,-8.425,0.0267,105.488,4
1187,Teardrops On My Guitar - Instrumental w/ BG vocals,Taylor Swift Karaoke,Taylor Swift,2006-10-24,214200,6,0.0423,0.621,0.369,0.825,0.0974,-13.636,0.0265,100.052,4
1188,A Place In This World - Instrumental w/ BG vocals,Taylor Swift Karaoke,Taylor Swift,2006-10-24,209173,3,0.00116,0.568,0.66,0.588,0.337,-8.049,0.0311,115.005,4
1189,Cold As You - Instrumental w/ BG vocals,Taylor Swift Karaoke,Taylor Swift,2006-10-24,250040,3,0.0673,0.557,0.469,0.0138,0.345,-11.18,0.0295,87.98,4
1190,The Outside - Instrumental w/ BG vocals,Taylor Swift Karaoke,Taylor Swift,2006-10-24,210333,3,3.28e-05,0.553,0.712,0.758,0.188,-8.28,0.0283,113.025,4
1191,Tied Together With A Smile - Instrumental w/ BG vocals,Taylor Swift Karaoke,Taylor Swift,2006-10-24,251293,3,0.111,0.528,0.469,0.36,0.0888,-9.524,0.0248,146.141,4
1192,Stay Beautiful - Instrumental w/ BG vocals,Taylor Swift Karaoke,Taylor Swift,2006-10-24,247173,3,0.00486,0.567,0.532,0.00282,0.223,-10.733,0.0341,131.775,4
1193,Should've Said No - Instrumental w/ BG vocals,Taylor Swift Karaoke,Taylor Swift,2006-10-24,245720,5,4.11e-05,0.414,0.563,0.801,0.295,-9.149,0.0313,168.127,4
1194,Mary's Song (Oh My My My) - Instrumental w/ BG vocals,Taylor Swift Karaoke,Taylor Swift,2006-10-24,216226,3,8.14e-05,0.475,0.529,0.562,0.146,-10.802,0.0317,151.0,4
1195,Our Song - Instrumental w/ BG vocals,Taylor Swift Karaoke,Taylor Swift,2006-10-24,204306,7,0.0326,0.528,0.484,0.00165,0.14,-9.266,0.0316,178.299,4
1196,I'm Only Me When I'm With You - Instrumental w/ BG vocals,Taylor Swift Karaoke,Taylor Swift,2006-10-24,223386,3,5.28e-05,0.541,0.796,0.82,0.326,-8.833,0.0306,144.004,4
1197,Invisible - Instrumental w/ BG vocals,Taylor Swift Karaoke,Taylor Swift,2006-10-24,206480,2,0.259,0.575,0.279,0.572,0.0941,-12.066,0.0286,96.007,4
1198,A Perfectly Good Heart - Instrumental w/ BG vocals,Taylor Swift Karaoke,Taylor Swift,2006-10-24,227920,2,6.53e-05,0.468,0.658,0.903,0.18,-8.908,0.0309,155.995,4
