,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
981,Forever & Always,Fearless (International Version),Taylor Swift,2008-11-11,225000,36,0.0788,0.604,0.816,0.0,0.164,-5.002,0.0537,128.0,4
982,The Best Day,Fearless (International Version),Taylor Swift,2008-11-11,245266,32,0.648,0.671,0.44,3.04e-06,0.141,-8.561,0.0287,126.059,4
983,Change,Fearless (International Version),Taylor Swift,2008-11-11,278546,31,0.00465,0.545,0.747,0.0,0.115,-4.231,0.037,96.017,4
984,Our Song - International Mix,Fearless (International Version),Taylor Swift,2008-11-11,199933,37,0.00739,0.516,0.696,1.11e-06,0.354,-4.833,0.0301,177.936,4
985,Teardrops On My Guitar - International Mix,Fearless (International Version),Taylor Swift,2008-11-11,193640,39,0.0178,0.514,0.557,0.00755,0.114,-6.307,0.0264,99.974,4
986,Should've Said No - International Mix,Fearless (International Version),Taylor Swift,2008-11-11,245826,34,0.00505,0.398,0.761,0.000437,0.234,-4.382,0.0377,168.092,4
987,Fearless,Fearless,Taylor Swift,2008-11-11,241986,60,0.04,0.594,0.712,0.0,0.309,-4.418,0.0273,99.972,4
988,Fifteen,Fearless,Taylor Swift,2008-11-11,294333,59,0.067,0.556,0.651,0.0,0.145,-4.396,0.0266,95.485,4
989,Love Story,Fearless,Taylor Swift,2008-11-11,235266,70,0.17,0.618,0.741,0.0,0.0822,-3.95,0.031,118.984,4
990,Hey Stephen,Fearless,Taylor Swift,2008-11-11,254306,53,0.194,0.841,0.544,2.48e-06,0.108,-7.347,0.0309,115.994,4
991,White Horse,Fearless,Taylor Swift,2008-11-11,234426,59,0.305,0.578,0.34,0.0,0.104,-8.027,0.0264,92.702,4
992,You Belong With Me,Fearless,Taylor Swift,2008-11-11,231133,70,0.162,0.687,0.783,1.35e-05,0.114,-4.44,0.0386,129.964,4
993,Breathe,Fearless,Taylor Swift,2008-11-11,263973,50,0.379,0.505,0.482,0.0,0.113,-7.372,0.0276,73.975,4
994,Tell Me Why,Fearless,Taylor Swift,2008-11-11,200546,49,0.0571,0.604,0.855,3.65e-06,0.343,-3.097,0.038,99.96,4
995,You're Not Sorry,Fearless,Taylor Swift,2008-11-11,261786,51,0.146,0.475,0.452,1.36e-06,0.108,-4.134,0.027,133.959,4
996,The Way I Loved You,Fearless,Taylor Swift,2008-11-11,244226,60,0.0408,0.433,0.7,0.0,0.115,-3.709,0.0336,160.927,4
997,Forever & Always,Fearless,Taylor Swift,2008-11-11,225320,56,0.0752,0.608,0.821,0.0,0.11,-4.985,0.0576,128.042,4
998,The Best Day,Fearless,Taylor Swift,2008-11-11,245333,51,0.647,0.666,0.434,1.95e-06,0.124,-8.543,0.0289,126.084,4
999,Change,Fearless,Taylor Swift,2008-11-11,280240,47,0.00408,0.541,0.77,0.0,0.117,-4.17,0.0354,96.013,4
1000,Fearless - Commentary,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,54397,23,0.787,0.715,0.275,0.0,0.2,-12.397,0.93,108.767,3
1001,Fearless,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,242986,57,0.04,0.596,0.709,0.0,0.304,-4.373,0.0275,100.028,4
1002,Fifteen - Commentary,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,66742,23,0.791,0.787,0.178,0.0,0.142,-15.183,0.93,61.867,4
1003,Fifteen,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,295333,55,0.0687,0.55,0.64,0.0,0.131,-4.448,0.0266,95.487,4
1004,Love Story - Commentary,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,82546,23,0.81,0.715,0.26,0.0,0.179,-12.643,0.922,90.743,4
1005,Love Story,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,236266,75,0.131,0.617,0.741,0.0,0.0772,-3.97,0.0311,118.984,4
1006,Hey Stephen - Commentary,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,69146,25,0.881,0.806,0.28,0.0,0.179,-12.117,0.881,47.607,3
1007,Hey Stephen,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,256053,31,0.167,0.841,0.556,3.6e-06,0.0966,-7.35,0.0319,116.01,4
1008,White Horse - Commentary,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,51984,23,0.796,0.778,0.237,0.0,0.147,-12.989,0.931,103.247,3
1009,White Horse,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,235413,57,0.324,0.58,0.357,0.0,0.101,-8.082,0.027,92.598,4
1010,You Belong With Me - Commentary,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,48248,23,0.795,0.792,0.263,0.0,0.161,-12.043,0.938,126.254,4
1011,You Belong With Me,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,232120,71,0.178,0.687,0.745,1.59e-05,0.111,-4.432,0.0379,129.966,4
1012,Breathe - Commentary,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,62665,25,0.873,0.796,0.202,0.0,0.17,-14.718,0.895,99.358,4
1013,Breathe,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,264960,54,0.37,0.491,0.475,0.0,0.118,-7.405,0.0268,147.988,4
1014,Tell Me Why - Commentary,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,43075,23,0.64,0.689,0.267,0.0,0.356,-12.169,0.928,99.948,3
1015,Tell Me Why,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,201533,28,0.0697,0.604,0.851,1.69e-06,0.358,-3.08,0.0394,100.007,4
1016,You're Not Sorry - Commentary,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,81998,23,0.783,0.746,0.27,0.0,0.147,-13.099,0.918,62.327,4
1017,You're Not Sorry,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,263213,30,0.153,0.469,0.449,4.67e-06,0.112,-4.152,0.0274,133.939,4
1018,The Way I Loved You - Commentary,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,44283,23,0.873,0.823,0.25,0.0,0.167,-12.734,0.937,111.601,3
1019,The Way I Loved You,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,245426,31,0.0339,0.444,0.727,0.0,0.111,-3.682,0.033,160.989,4
1020,Forever & Always - Commentary,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,73900,22,0.857,0.702,0.251,0.0,0.193,-13.557,0.939,67.722,1
1021,Forever & Always,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,226306,30,0.0799,0.606,0.826,0.0,0.189,-4.974,0.0557,128.052,4
1022,The Best Day - Commentary,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,49787,22,0.773,0.643,0.304,0.0,0.4,-12.174,0.905,84.469,4
1023,The Best Day,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,246320,46,0.622,0.666,0.449,1.92e-06,0.149,-8.569,0.029,126.083,4
1024,Change - Commentary,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,47438,22,0.625,0.772,0.334,0.0,0.372,-11.779,0.865,78.855,3
1025,Change,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,280240,27,0.00434,0.541,0.757,0.0,0.112,-4.212,0.0386,96.0,4
1026,Fearless - Instrumental with BGV,Fearless (Karaoke Version),Taylor Swift,2008-11-11,245106,9,0.00224,0.536,0.671,0.858,0.133,-5.934,0.0263,100.055,4
1027,Fifteen - Instrumental with BGV,Fearless (Karaoke Version),Taylor Swift,2008-11-11,298106,5,0.0046,0.396,0.641,0.296,0.127,-8.717,0.0285,191.014,4
1028,Love Story - Instrumental with BGV,Fearless (Karaoke Version),Taylor Swift,2008-11-11,239120,15,0.0189,0.61,0.753,0.487,0.108,-5.869,0.0315,119.036,4
1029,Hey Stephen - Instrumental with BGV,Fearless (Karaoke Version),Taylor Swift,2008-11-11,264106,5,0.00961,0.755,0.571,0.251,0.0675,-9.292,0.0538,116.038,4
1030,White Horse - Instrumental with BGV,Fearless (Karaoke Version),Taylor Swift,2008-11-11,238120,6,0.24,0.392,0.356,0.361,0.0991,-11.235,0.0332,185.714,4
1031,You Belong With Me - Instrumental with BGV,Fearless (Karaoke Version),Taylor Swift,2008-11-11,234133,11,0.00592,0.677,0.723,0.76,0.104,-6.6,0.0346,130.004,4
1032,"Breathe - Instrumental only, no BV",Fearless (Karaoke Version),Taylor Swift,2008-11-11,267106,8,0.0815,0.585,0.469,0.723,0.157,-9.202,0.0271,73.988,4
1033,Tell Me Why - Instrumental with BGV,Fearless (Karaoke Version),Taylor Swift,2008-11-11,209320,4,0.00159,0.55,0.862,0.799,0.392,-5.727,0.0294,100.042,4
1034,You're Not Sorry - Instrumental with BGV,Fearless (Karaoke Version),Taylor Swift,2008-11-11,265106,5,0.0112,0.482,0.415,0.0032,0.0846,-6.354,0.0291,134.112,4
1035,The Way I Loved You - Instrumental with BGV,Fearless (Karaoke Version),Taylor Swift,2008-11-11,248120,8,0.00135,0.461,0.679,0.0414,0.112,-5.597,0.0306,160.845,4
1036,Forever & Always - Instrumental with BGV,Fearless (Karaoke Version),Taylor Swift,2008-11-11,237053,6,0.000853,0.603,0.751,0.53,0.107,-6.56,0.0357,127.996,4
1037,The Best Day - Instrumental with BGV,Fearless (Karaoke Version),Taylor Swift,2008-11-11,249106,4,0.441,0.611,0.627,0.628,0.133,-11.901,0.0359,126.02,4
1038,Change - Instrumental with BGV,Fearless (Karaoke Version),Taylor Swift,2008-11-11,280000,4,2.47e-05,0.515,0.733,0.629,0.131,-5.518,0.031,96.012,4
1039,Fearless - Instrumental with BGV,Fearless Karaoke,Taylor Swift,2008-11-11,246653,8,0.00232,0.535,0.657,0.848,0.322,-6.031,0.0263,100.059,4
1040,Fifteen - Instrumental with BGV,Fearless Karaoke,Taylor Swift,2008-11-11,298693,6,0.00503,0.524,0.643,0.318,0.129,-8.768,0.0258,95.449,4
1041,Love Story - Instrumental with BGV,Fearless Karaoke,Taylor Swift,2008-11-11,239466,10,0.0161,0.61,0.735,0.495,0.0865,-5.859,0.0315,119.038,4
1042,Hey Stephen - Instrumental with BGV,Fearless Karaoke,Taylor Swift,2008-11-11,259226,6,0.0116,0.757,0.57,0.355,0.0695,-9.281,0.0551,116.035,4
1043,White Horse - Instrumental with BGV,Fearless Karaoke,Taylor Swift,2008-11-11,238613,6,0.235,0.374,0.352,0.58,0.103,-11.242,0.0336,185.463,4
1044,You Belong With Me - Instrumental with BGV,Fearless Karaoke,Taylor Swift,2008-11-11,237386,10,0.00615,0.667,0.741,0.791,0.124,-6.584,0.0348,129.995,4
1045,"Breathe - Instrumental only, no BV",Fearless Karaoke,Taylor Swift,2008-11-11,268013,6,0.0746,0.582,0.469,0.833,0.107,-9.192,0.027,73.966,4
1046,Tell Me Why - Instrumental with BGV,Fearless Karaoke,Taylor Swift,2008-11-11,204346,5,0.00104,0.551,0.848,0.738,0.36,-5.722,0.0294,100.037,4
1047,You're Not Sorry - Instrumental with BGV,Fearless Karaoke,Taylor Swift,2008-11-11,264893,5,0.0105,0.457,0.417,0.00284,0.0996,-6.381,0.028,67.019,4
1048,The Way I Loved You - Instrumental with BGV,Fearless Karaoke,Taylor Swift,2008-11-11,246400,6,0.00163,0.466,0.704,0.103,0.112,-5.635,0.0313,160.868,4
1049,Forever & Always - Instrumental with BGV,Fearless Karaoke,Taylor Swift,2008-11-11,228520,6,0.000549,0.593,0.762,0.387,0.109,-6.464,0.0348,128.032,4
1050,The Best Day - Instrumental with BGV,Fearless Karaoke,Taylor Swift,2008-11-11,250026,5,0.448,0.61,0.625,0.667,0.158,-11.858,0.0386,126.036,4
1051,Change - Instrumental with BGV,Fearless Karaoke,Taylor Swift,2008-11-11,280040,3,2.54e-05,0.523,0.706,0.627,0.118,-5.518,0.0307,96.025,4
1052,Jump Then Fall,Fearless (Platinum Edition),Taylor Swift,2008-11-11,237066,47,0.111,0.618,0.687,0.0,0.0693,-5.737,0.0271,79.991,4
1053,Untouchable,Fearless (Platinum Edition),Taylor Swift,2008-11-11,311040,47,0.0583,0.419,0.454,3.78e-06,0.0974,-6.809,0.0335,200.017,4
1054,Forever & Always - Piano Version,Fearless (Platinum Edition),Taylor Swift,2008-11-11,267506,48,0.852,0.592,0.16,0.0,0.116,-10.785,0.0347,118.929,4
1055,Come In With The Rain,Fearless (Platinum Edition),Taylor Swift,2008-11-11,238093,45,0.0961,0.527,0.461,2.47e-06,0.24,-6.172,0.0256,143.94,4
1056,SuperStar,Fearless (Platinum Edition),Taylor Swift,2008-11-11,261453,44,0.367,0.61,0.531,0.0,0.351,-6.123,0.0239,85.979,4
1057,The Other Side Of The Door,Fearless (Platinum Edition),Taylor Swift,2008-11-11,237600,45,0.169,0.476,0.816,0.0,0.238,-4.279,0.0347,163.847,4
1058,Fearless,Fearless (Platinum Edition),Taylor Swift,2008-11-11,242000,47,0.0364,0.598,0.714,1.04e-06,0.31,-4.397,0.0273,99.979,4
1059,Fifteen,Fearless (Platinum Edition),Taylor Swift,2008-11-11,294346,46,0.0728,0.559,0.636,0.0,0.144,-4.4,0.0263,95.485,4
1060,Love Story,Fearless (Platinum Edition),Taylor Swift,2008-11-11,235280,59,0.157,0.618,0.736,0.0,0.073,-3.937,0.0308,118.982,4
1061,Hey Stephen,Fearless (Platinum Edition),Taylor Swift,2008-11-11,254320,50,0.168,0.843,0.553,2.66e-06,0.107,-7.348,0.0317,115.997,4
1062,White Horse,Fearless (Platinum Edition),Taylor Swift,2008-11-11,234440,45,0.302,0.585,0.346,0.0,0.102,-8.014,0.0256,92.564,4
1063,You Belong With Me,Fearless (Platinum Edition),Taylor Swift,2008-11-11,231146,58,0.164,0.687,0.771,2.46e-05,0.112,-4.424,0.0384,129.964,4
1064,Breathe,Fearless (Platinum Edition),Taylor Swift,2008-11-11,263986,44,0.373,0.498,0.486,0.0,0.113,-7.384,0.0273,147.952,4
1065,Tell Me Why,Fearless (Platinum Edition),Taylor Swift,2008-11-11,200560,48,0.0606,0.601,0.852,3.41e-06,0.37,-3.096,0.0386,100.015,4
1066,You're Not Sorry,Fearless (Platinum Edition),Taylor Swift,2008-11-11,261800,50,0.13,0.459,0.459,2.3e-06,0.113,-4.126,0.0275,134.018,4
1067,The Way I Loved You,Fearless (Platinum Edition),Taylor Swift,2008-11-11,244240,56,0.0322,0.436,0.712,0.0,0.111,-3.689,0.0329,160.886,4
1068,Forever & Always,Fearless (Platinum Edition),Taylor Swift,2008-11-11,225333,52,0.0907,0.605,0.829,0.0,0.106,-4.993,0.0549,128.012,4
1069,The Best Day,Fearless (Platinum Edition),Taylor Swift,2008-11-11,245346,43,0.611,0.664,0.447,1e-06,0.139,-8.535,0.0292,126.079,4
1070,Change,Fearless (Platinum Edition),Taylor Swift,2008-11-11,281053,46,0.00471,0.548,0.756,0.0,0.117,-4.175,0.036,96.038,4
1071,Jump Then Fall,Fearless Platinum Edition,Taylor Swift,2008-11-11,237066,47,0.111,0.618,0.687,0.0,0.0693,-5.737,0.0271,79.991,4
1072,Untouchable,Fearless Platinum Edition,Taylor Swift,2008-11-11,311040,47,0.0583,0.419,0.454,3.78e-06,0.0974,-6.809,0.0335,200.017,4
1073,Forever & Always - Piano Version,Fearless Platinum Edition,Taylor Swift,2008-11-11,267506,48,0.852,0.592,0.16,0.0,0.116,-10.785,0.0347,118.929,4
1074,Come In With The Rain,Fearless Platinum Edition,Taylor Swift,2008-11-11,238106,46,0.0868,0.527,0.475,4.34e-06,0.248,-6.205,0.0258,143.962,4
1075,SuperStar,Fearless Platinum Edition,Taylor Swift,2008-11-11,261453,44,0.367,0.61,0.531,0.0,0.351,-6.123,0.0239,85.979,4
1076,The Other Side Of The Door,Fearless Platinum Edition,Taylor Swift,2008-11-11,237600,45,0.169,0.476,0.816,0.0,0.238,-4.279,0.0347,163.847,4
1077,Fearless,Fearless Platinum Edition,Taylor Swift,2008-11-11,242000,49,0.0364,0.598,0.714,1.04e-06,0.31,-4.397,0.0273,99.979,4
1078,Fifteen,Fearless Platinum Edition,Taylor Swift,2008-11-11,294346,48,0.0728,0.559,0.636,0.0,0.144,-4.4,0.0263,95.485,4
1079,Love Story,Fearless Platinum Edition,Taylor Swift,2008-11-11,235280,54,0.157,0.618,0.736,0.0,0.073,-3.937,0.0308,118.982,4
1080,Hey Stephen,Fearless Platinum Edition,Taylor Swift,2008-11-11,254320,46,0.168,0.843,0.553,2.66e-06,0.107,-7.348,0.0317,115.997,4
1081,White Horse,Fearless Platinum Edition,Taylor Swift,2008-11-11,234440,48,0.302,0.585,0.346,0.0,0.102,-8.014,0.0256,92.564,4
1082,You Belong With Me,Fearless Platinum Edition,Taylor Swift,2008-11-11,231146,55,0.164,0.687,0.771,2.46e-05,0.112,-4.424,0.0384,129.964,4
1083,Breathe,Fearless Platinum Edition,Taylor Swift,2008-11-11,263986,49,0.373,0.498,0.486,0.0,0.113,-7.384,0.0273,147.952,4
1084,Tell Me Why,Fearless Platinum Edition,Taylor Swift,2008-11-11,200560,45,0.0606,0.601,0.852,3.41e-06,0.37,-3.096,0.0386,100.015,4
1085,You're Not Sorry,Fearless Platinum Edition,Taylor Swift,2008-11-11,261800,46,0.13,0.459,0.459,2.3e-06,0.113,-4.126,0.0275,134.018,4
1086,The Way I Loved You,Fearless Platinum Edition,Taylor Swift,2008-11-11,244240,49,0.0322,0.436,0.712,0.0,0.111,-3.689,0.0329,160.886,4
1087,Forever & Always,Fearless Platinum Edition,Taylor Swift,2008-11-11,225333,47,0.0907,0.605,0.829,0.0,0.106,-4.993,0.0549,128.012,4
1088,The Best Day,Fearless Platinum Edition,Taylor Swift,2008-11-11,245346,45,0.611,0.664,0.447,1e-06,0.139,-8.535,0.0292,126.079,4
1089,Change,Fearless Platinum Edition,Taylor Swift,2008-11-11,281053,44,0.00471,0.548,0.756,0.0,0.117,-4.175,0.036,96.038,4
1090,Love Story - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,Taylor Swift,2008-06-28,221028,37,0.659,0.741,0.444,0.0,0.131,-7.031,0.0311,119.006,4
1091,Fearless - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,Taylor Swift,2008-06-28,198247,34,0.814,0.623,0.266,0.0,0.145,-5.894,0.026,96.601,4
1092,Beautiful Eyes - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,Taylor Swift,2008-06-28,176316,35,0.596,0.627,0.704,0.0,0.0598,-3.739,0.0269,98.958,4
1093,Untouchable - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,Taylor Swift,2008-06-28,222959,31,0.856,0.731,0.184,0.0,0.0927,-9.235,0.0418,102.404,4
1094,Teardrops On My Guitar - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,Taylor Swift,2008-06-28,196346,32,0.664,0.344,0.801,0.0,0.106,-5.373,0.0574,204.489,4
1095,Picture To Burn - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,Taylor Swift,2008-06-28,173899,31,0.266,0.647,0.872,0.0,0.419,-1.953,0.0524,105.798,4
1096,Should've Said No - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,Taylor Swift,2008-06-28,228473,32,0.399,0.429,0.808,0.0,0.0884,-3.004,0.0677,171.537,4
1097,Change - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,Taylor Swift,2008-06-28,258487,30,0.156,0.243,0.712,0.0,0.111,-4.307,0.0577,202.319,4
1098,Fearless,Fearless,Taylor Swift,2008-01-01,243093,33,0.0365,0.591,0.703,0.0,0.307,-4.376,0.0279,100.036,4
1099,Fifteen,Fearless,Taylor Swift,2008-01-01,295333,34,0.0647,0.559,0.627,0.0,0.137,-4.469,0.0264,95.452,4
1100,Love Story,Fearless,Taylor Swift,2008-01-01,236253,46,0.153,0.616,0.738,0.0,0.0769,-3.941,0.0311,118.994,4
1101,Hey Stephen,Fearless,Taylor Swift,2008-01-01,256053,29,0.176,0.842,0.554,3.49e-06,0.0911,-7.355,0.0317,116.009,4
1102,White Horse,Fearless,Taylor Swift,2008-01-01,235400,33,0.286,0.581,0.342,0.0,0.101,-8.022,0.0259,92.166,4
1103,You Belong With Me,Fearless,Taylor Swift,2008-01-01,232120,48,0.157,0.687,0.755,1.09e-05,0.093,-4.426,0.0385,129.973,4
1104,Breathe,Fearless,Taylor Swift,2008-01-01,264946,30,0.377,0.497,0.48,0.0,0.118,-7.374,0.0269,147.96,4
1105,Tell Me Why,Fearless,Taylor Swift,2008-01-01,201533,25,0.0542,0.603,0.839,3.36e-06,0.353,-3.111,0.0384,100.074,4
1106,You're Not Sorry,Fearless,Taylor Swift,2008-01-01,263200,28,0.166,0.478,0.45,1.79e-06,0.114,-4.153,0.0269,133.932,4
1107,The Way I Loved You,Fearless,Taylor Swift,2008-01-01,245426,33,0.0322,0.446,0.705,0.0,0.11,-3.706,0.0335,160.933,4
1108,Forever & Always,Fearless,Taylor Swift,2008-01-01,226293,31,0.0871,0.604,0.828,0.0,0.106,-4.976,0.0629,128.024,4
1109,The Best Day,Fearless,Taylor Swift,2008-01-01,246320,26,0.636,0.665,0.445,3.71e-06,0.131,-8.519,0.0288,126.093,4
1110,Change,Fearless,Taylor Swift,2008-01-01,280533,23,0.00414,0.541,0.753,0.0,0.111,-4.24,0.0373,95.953,4
1111,Tim McGraw,Taylor Swift,Taylor Swift,2006-10-24,232106,50,0.575,0.58,0.491,0.0,0.121,-6.462,0.0251,76.009,4
1112,Picture To Burn,Taylor Swift,Taylor Swift,2006-10-24,173066,55,0.173,0.658,0.877,0.0,0.0962,-2.098,0.0323,105.586,4
1113,Teardrops On My Guitar - Radio Single Remix,Taylor Swift,Taylor Swift,2006-10-24,203040,59,0.288,0.621,0.417,0.0,0.119,-6.941,0.0231,99.953,4
1114,A Place in this World,Taylor Swift,Taylor Swift,2006-10-24,199200,50,0.051,0.576,0.777,0.0,0.32,-2.881,0.0324,115.028,4
1115,Cold As You,Taylor Swift,Taylor Swift,2006-10-24,239013,51,0.217,0.418,0.482,0.0,0.123,-5.769,0.0266,175.558,4
1116,The Outside,Taylor Swift,Taylor Swift,2006-10-24,207106,48,0.00491,0.589,0.805,0.0,0.24,-4.055,0.0293,112.982,4
1117,Tied Together with a Smile,Taylor Swift,Taylor Swift,2006-10-24,248106,48,0.525,0.479,0.578,0.0,0.0841,-4.963,0.0294,146.165,4
1118,Stay Beautiful,Taylor Swift,Taylor Swift,2006-10-24,236053,49,0.0868,0.594,0.629,0.0,0.137,-4.919,0.0246,131.597,4
1119,Should've Said No,Taylor Swift,Taylor Swift,2006-10-24,242200,53,0.0103,0.476,0.777,0.0,0.196,-3.771,0.0289,167.964,4
1120,Mary's Song (Oh My My My),Taylor Swift,Taylor Swift,2006-10-24,213080,51,0.0177,0.403,0.627,0.0,0.182,-5.28,0.0292,74.9,4
1121,Our Song,Taylor Swift,Taylor Swift,2006-10-24,201106,56,0.111,0.668,0.672,0.0,0.329,-4.931,0.0303,89.011,4
1122,I'm Only Me When I'm With You,Taylor Swift,Taylor Swift,2006-10-24,213053,51,0.00452,0.563,0.934,0.000807,0.103,-3.629,0.0646,143.964,4
1123,Invisible,Taylor Swift,Taylor Swift,2006-10-24,203226,49,0.637,0.612,0.394,0.0,0.147,-5.723,0.0243,96.001,4
1124,A Perfectly Good Heart,Taylor Swift,Taylor Swift,2006-10-24,220146,47,0.00349,0.483,0.751,0.0,0.128,-5.726,0.0365,156.092,4
1125,Teardrops on My Guitar - Pop Version,Taylor Swift,Taylor Swift,2006-10-24,179066,49,0.0402,0.459,0.753,0.0,0.0863,-3.827,0.0537,199.997,4
1126,Tim McGraw,Taylor Swift,Taylor Swift,2006-10-24,232106,63,0.575,0.58,0.491,0.0,0.121,-6.462,0.0251,76.009,4
1127,Picture To Burn,Taylor Swift,Taylor Swift,2006-10-24,173066,66,0.173,0.658,0.877,0.0,0.0962,-2.098,0.0323,105.586,4
1128,Teardrops On My Guitar - Radio Single Remix,Taylor Swift,Taylor Swift,2006-10-24,203040,66,0.288,0.621,0.417,0.0,0.119,-6.941,0.0231,99.953,4
1129,A Place in this World,Taylor Swift,Taylor Swift,2006-10-24,199200,53,0.051,0.576,0.777,0.0,0.32,-2.881,0.0324,115.028,4
1130,Cold As You,Taylor Swift,Taylor Swift,2006-10-24,239013,54,0.217,0.418,0.482,0.0,0.123,-5.769,0.0266,175.558,4
1131,The Outside,Taylor Swift,Taylor Swift,2006-10-24,207106,51,0.00491,0.589,0.805,0.0,0.24,-4.055,0.0293,112.982,4
1132,Tied Together with a Smile,Taylor Swift,Taylor Swift,2006-10-24,248106,52,0.525,0.479,0.578,0.0,0.0841,-4.963,0.0294,146.165,4
1133,Stay Beautiful,Taylor Swift,Taylor Swift,2006-10-24,236053,53,0.0868,0.594,0.629,0.0,0.137,-4.919,0.0246,131.597,4
1134,Should've Said No,Taylor Swift,Taylor Swift,2006-10-24,242200,62,0.0103,0.476,0.777,0.0,0.196,-3.771,0.0289,167.964,4
1135,Mary's Song (Oh My My My),Taylor Swift,Taylor Swift,2006-10-24,213080,55,0.0177,0.403,0.627,0.0,0.182,-5.28,0.0292,74.9,4
1136,Our Song,Taylor Swift,Taylor Swift,2006-10-24,201106,69,0.111,0.668,0.672,0.0,0.329,-4.931,0.0303,89.011,4
1137,I'm Only Me When I'm With You,Taylor Swift,Taylor Swift,2006-10-24,213053,55,0.00452,0.563,0.934,0.000807,0.103,-3.629,0.0646,143.964,4
1138,Invisible,Taylor Swift,Taylor Swift,2006-10-24,203226,52,0.637,0.612,0.394,0.0,0.147,-5.723,0.0243,96.001,4
1139,A Perfectly Good Heart,Taylor Swift,Taylor Swift,2006-10-24,220146,50,0.00349,0.483,0.751,0.0,0.128,-5.726,0.0365,156.092,4
1140,Teardrops on My Guitar - Pop Version,Taylor Swift,Taylor Swift,2006-10-24,179066,52,0.0402,0.459,0.753,0.0,0.0863,-3.827,0.0537,199.997,4
1141,Tim McGraw - Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,109690,20,0.872,0.634,0.278,0.0,0.127,-12.692,0.945,171.246,5
1142,Tim McGraw,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,234546,54,0.601,0.574,0.499,0.0,0.123,-6.462,0.0254,76.0,4
1143,Picture To Burn - Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,59669,20,0.864,0.791,0.286,0.0,0.14,-12.078,0.942,60.266,4
1144,Picture To Burn,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,175280,57,0.202,0.662,0.864,0.0,0.0997,-2.08,0.0322,105.607,4
1145,Teardrops On My Guitar - Radio Single Remix / Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,64664,20,0.862,0.732,0.299,0.0,0.18,-12.416,0.941,84.758,4
1146,Teardrops On My Guitar - Radio Single Remix,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,204706,56,0.331,0.626,0.44,0.0,0.146,-6.942,0.0232,99.962,4
1147,A Place In This World - Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,54383,19,0.871,0.685,0.278,0.0,0.143,-12.594,0.899,75.683,4
1148,A Place In This World,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,202080,28,0.0506,0.573,0.77,0.0,0.321,-2.932,0.0326,114.982,4
1149,Cold As You - Commentary,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,2006-10-24,97989,19,0.901,0.699,0.28,0.0,0.139,-12.809,0.945,138.159,4
